170,0.08
172.5,0.11
175,0.16
177.5,0.23
180,0.38
182.5,0.55
185,0.84
187.5,1.21
190,1.8
192.5,2.5
195,3.55
197.5,4.65
200,6.2
202.5,8.15
205,10.35
207.5,12.5
