94.11
93.53
93.6
95.13
95.38
94.09
93.93
94.44
97.79
94.61
91.83
90.12
92.17
89.39
88.86
87.82
89.14
89.17
87.92
87.45
88.88
85.64
84.99
84.44
84.28
85.6
87.96
88.25
87.57
86.59
85.5
86.73
85.73
83.81
83.26
82.37
82.86
82.85
82.14
81.98
82.61
83.17
84.53
86.27
85.92
86.77
86.18
86.1
87.73
85.55
86.35
88.89
90
88.12
87.99
88.43
89.63
86.86
86.54
86.53
87.77
87.66
89.72
90.33
90.48
92.45
91.88
92.85
94.95
98.45
97.12
95.2
94.8
91.31
97.09
100.14
100.95
97.96
97.16
96.93
97.59
94.02
93.23
96.4
99.73
99.06
96.46
97.99
97.86
95.99
97.16
98.11
101.67
102.33
98.47
96.8
97.1
93.83
92.96
92.09
92.92
96.07
93.74
91.73
93.53
91.86
87.39
87.13
87.79
87.31
88.51
88.09
86.24
89.3
89.89
91.57
90.98
92.87
92.73
91.65
89.06
89.11
90.17
92.02
93.17
94.18
95.86
95.61
97.02
97.18
99.37
99.34
95.74
96.24
94.07
95.5
95.88
99.54
96.99
97.61
104.1
103.53
100.57
103.06
104.69
105.38
104.62
107.17
107.77
111.79
111.89
113.29
114.31
112.01
111.55
111.87
113.84
112.13
109.66
106.02
104.54
103.39
102.2
101.77
100.29
99.26
99.36
99.66
100.35
95.57
97.63
97.73
95.96
98.58
98.35
96.79
100.49
100.12
100.05
98.87
99.23
99.28
97.37
94.84
95.47
96.73
95.95
97.35
94.14
94.61
96.92
97.08
96.34
96.48
94.62
93.58
94.33
93.39
91.81
91.54
93.44
90.63
89.28
90.19
90.49
91.44
93.11
94.34
92.98
90.55
91.92
92.08
92.13
94.38
95.11
95.27
94.64
94.95
96.44
95.73
96.4
98.21
99.71
100.81
99.7
98.81
99.76
100.03
96.67
98.46
99.86
103.08
103.87
105.52
100.51
103.53
104.17
105.28
105.44
104.14
101.17
103.6
103.38
102.1
102.48
103.61
106.22
107.28
105.38
101.06
100
